"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.587,0.738,6,-4.098,0,0.0295,0.432,0.0000268,0.091,0.658,145.067,audio_features,0BXGFtTbiWgkdGTfwMWlDF,spotify:track:0BXGFtTbiWgkdGTfwMWlDF,https://api.spotify.com/v1/tracks/0BXGFtTbiWgkdGTfwMWlDF,https://api.spotify.com/v1/audio-analysis/0BXGFtTbiWgkdGTfwMWlDF,236690,4,wiwik-sagita,Kau Terindah - Live
0.614,0.751,9,-4.759,0,0.034,0.366,0.00632,0.507,0.606,112.021,audio_features,1hozIYN5Mjg2b2uI7lhgUl,spotify:track:1hozIYN5Mjg2b2uI7lhgUl,https://api.spotify.com/v1/tracks/1hozIYN5Mjg2b2uI7lhgUl,https://api.spotify.com/v1/audio-analysis/1hozIYN5Mjg2b2uI7lhgUl,274286,4,wiwik-sagita,Isuk Dele Sore Tempe - Live
0.515,0.81,7,-2.909,0,0.0404,0.304,0.00000164,0.709,0.511,165.048,audio_features,7DjDiLBwuubtt4xr0paeS9,spotify:track:7DjDiLBwuubtt4xr0paeS9,https://api.spotify.com/v1/tracks/7DjDiLBwuubtt4xr0paeS9,https://api.spotify.com/v1/audio-analysis/7DjDiLBwuubtt4xr0paeS9,318545,4,wiwik-sagita,Jerit Hati - Live
0.408,0.88,3,-1.957,0,0.0623,0.689,0.000103,0.0956,0.46,189.932,audio_features,4JifwpEmopdaU9Yee6Xkik,spotify:track:4JifwpEmopdaU9Yee6Xkik,https://api.spotify.com/v1/tracks/4JifwpEmopdaU9Yee6Xkik,https://api.spotify.com/v1/audio-analysis/4JifwpEmopdaU9Yee6Xkik,298105,4,wiwik-sagita,Lelaki Pilihan - Live
0.583,0.868,2,-2.121,0,0.0388,0.215,0.00000818,0.334,0.512,150.055,audio_features,5TJfKH7YINpSw5SL3D63g6,spotify:track:5TJfKH7YINpSw5SL3D63g6,https://api.spotify.com/v1/tracks/5TJfKH7YINpSw5SL3D63g6,https://api.spotify.com/v1/audio-analysis/5TJfKH7YINpSw5SL3D63g6,276800,4,wiwik-sagita,Kau Patahkanku - Live
0.627,0.732,2,-8.213,0,0.0262,0.03,0.0000494,0.124,0.608,150.049,audio_features,5o2ZXR3tddSQr1Zw7g6DyB,spotify:track:5o2ZXR3tddSQr1Zw7g6DyB,https://api.spotify.com/v1/tracks/5o2ZXR3tddSQr1Zw7g6DyB,https://api.spotify.com/v1/audio-analysis/5o2ZXR3tddSQr1Zw7g6DyB,237000,4,wiwik-sagita,Tiada Yang Lain
0.543,0.66,9,-8.594,0,0.0337,0.488,0.00000244,0.501,0.763,148.141,audio_features,4YhFCs67xaVdg0qOd9oH5R,spotify:track:4YhFCs67xaVdg0qOd9oH5R,https://api.spotify.com/v1/tracks/4YhFCs67xaVdg0qOd9oH5R,https://api.spotify.com/v1/audio-analysis/4YhFCs67xaVdg0qOd9oH5R,317480,4,wiwik-sagita,Bulan Diranting Cemara
0.424,0.649,0,-10.675,0,0.0289,0.477,0.000149,0.0817,0.905,162.243,audio_features,1QaSBe1TfpJu6ICqDdTk0h,spotify:track:1QaSBe1TfpJu6ICqDdTk0h,https://api.spotify.com/v1/tracks/1QaSBe1TfpJu6ICqDdTk0h,https://api.spotify.com/v1/audio-analysis/1QaSBe1TfpJu6ICqDdTk0h,292720,4,wiwik-sagita,Izinkanlah
0.458,0.506,5,-14.538,1,0.0372,0.178,0.000249,0.294,0.781,165.376,audio_features,2xjBM8uhVBwXA0YyuVwy7F,spotify:track:2xjBM8uhVBwXA0YyuVwy7F,https://api.spotify.com/v1/tracks/2xjBM8uhVBwXA0YyuVwy7F,https://api.spotify.com/v1/audio-analysis/2xjBM8uhVBwXA0YyuVwy7F,226000,4,wiwik-sagita,Loper Susu
0.519,0.601,5,-13.446,0,0.0554,0.655,0,0.131,0.834,98.566,audio_features,6sehmQzhrDspNLsgjscv92,spotify:track:6sehmQzhrDspNLsgjscv92,https://api.spotify.com/v1/tracks/6sehmQzhrDspNLsgjscv92,https://api.spotify.com/v1/audio-analysis/6sehmQzhrDspNLsgjscv92,312440,4,wiwik-sagita,Maksiat Dan Taqwa
0.498,0.698,9,-11.579,1,0.0419,0.103,0.000622,0.172,0.89,155.181,audio_features,0rh38NcDfSbBgIDJ3tGho5,spotify:track:0rh38NcDfSbBgIDJ3tGho5,https://api.spotify.com/v1/tracks/0rh38NcDfSbBgIDJ3tGho5,https://api.spotify.com/v1/audio-analysis/0rh38NcDfSbBgIDJ3tGho5,297280,4,wiwik-sagita,Mata Lelaki
